,Unnamed: 0,Name,Seed Size,Time,Exact,desv,best
0,,70_69_1_social_0.sol,9,,,,
0,,70_707_12_social_0.sol,4,,,,
0,,70_747_13_social_0.sol,4,,,,
0,,70_787_14_social_0.sol,4,,,,
0,,70_827_15_social_0.sol,4,,,,
0,,70_867_16_social_0.sol,3,,,,
0,,70_907_17_social_0.sol,4,,,,
0,,70_946_18_social_0.sol,3,,,,
0,,70_986_19_social_0.sol,3,,,,
0,,75_1039_18_social_0.sol,4,,,,
0,,75_1085_19_social_0.sol,3,,,,
0,,75_1131_20_social_0.sol,3,,,,
0,,75_1177_22_social_0.sol,3,,,,
0,,75_120_1_social_0.sol,5,,,,
0,,75_1223_23_social_0.sol,3,,,,
0,,75_1269_25_social_0.sol,3,,,,
0,,75_1315_27_social_0.sol,3,,,,
0,,75_1361_30_social_0.sol,2,,,,
0,,75_1406_37_social_0.sol,2,,,,
0,,75_166_2_social_0.sol,5,,,,
0,,75_212_2_social_0.sol,5,,,,
0,,75_258_3_social_0.sol,6,,,,
0,,75_304_4_social_0.sol,7,,,,
0,,75_350_5_social_0.sol,8,,,,
0,,75_396_5_social_0.sol,7,,,,
0,,75_442_6_social_0.sol,7,,,,
0,,75_488_7_social_0.sol,6,,,,
0,,75_534_7_social_0.sol,6,,,,
0,,75_580_8_social_0.sol,5,,,,
0,,75_626_9_social_0.sol,6,,,,
0,,75_672_10_social_0.sol,5,,,,
0,,75_718_11_social_0.sol,5,,,,
0,,75_74_1_social_0.sol,10,,,,
0,,75_763_12_social_0.sol,5,,,,
0,,75_809_13_social_0.sol,4,,,,
0,,75_855_14_social_0.sol,3,,,,
0,,75_901_15_social_0.sol,4,,,,
0,,75_947_16_social_0.sol,4,,,,
0,,75_993_17_social_0.sol,3,,,,
0,,800_105104_165_social_0.sol,6,,,,
0,,800_110593_177_social_0.sol,5,,,,
0,,800_116083_190_social_0.sol,5,,,,
0,,800_11779_15_social_0.sol,31,,,,
0,,800_121573_203_social_0.sol,5,,,,
0,,800_127062_218_social_0.sol,5,,,,
0,,800_132552_234_social_0.sol,4,,,,
0,,800_138042_251_social_0.sol,4,,,,
0,,800_143531_271_social_0.sol,4,,,,
0,,800_149021_295_social_0.sol,3,,,,
0,,800_154511_325_social_0.sol,3,,,,
0,,800_160000_400_social_0.sol,2,,,,
0,,800_17269_22_social_0.sol,23,,,,
0,,800_22758_29_social_0.sol,19,,,,
0,,800_28248_37_social_0.sol,16,,,,
0,,800_33738_44_social_0.sol,14,,,,
0,,800_39227_52_social_0.sol,13,,,,
0,,800_44717_60_social_0.sol,12,,,,
0,,800_50207_68_social_0.sol,11,,,,
0,,800_55696_77_social_0.sol,10,,,,
0,,800_61186_85_social_0.sol,9,,,,
0,,800_6289_7_social_0.sol,47,,,,
0,,800_66676_94_social_0.sol,8,,,,
0,,800_72165_103_social_0.sol,8,,,,
0,,800_77655_113_social_0.sol,7,,,,
0,,800_799_1_social_0.sol,116,,,,
0,,800_83145_122_social_0.sol,7,,,,
0,,800_88635_132_social_0.sol,7,,,,
0,,800_94124_143_social_0.sol,6,,,,
0,,800_99614_154_social_0.sol,6,,,,
0,,80_1024_16_social_0.sol,4,,,,
0,,80_1076_17_social_0.sol,4,,,,
0,,80_1128_18_social_0.sol,4,,,,
0,,80_1181_19_social_0.sol,4,,,,
0,,80_1233_20_social_0.sol,3,,,,
0,,80_1286_22_social_0.sol,3,,,,
0,,80_132_1_social_0.sol,4,,,,
0,,80_1338_23_social_0.sol,3,,,,
0,,80_1391_25_social_0.sol,3,,,,
0,,80_1443_27_social_0.sol,3,,,,
0,,80_1496_29_social_0.sol,2,,,,
0,,80_1548_32_social_0.sol,2,,,,
0,,80_1600_40_social_0.sol,2,,,,
0,,80_184_2_social_0.sol,3,,,,
0,,80_237_3_social_0.sol,7,,,,
0,,80_289_3_social_0.sol,5,,,,
0,,80_342_4_social_0.sol,7,,,,
0,,80_394_5_social_0.sol,8,,,,
0,,80_447_6_social_0.sol,7,,,,
0,,80_499_6_social_0.sol,7,,,,
0,,80_552_7_social_0.sol,7,,,,
0,,80_604_8_social_0.sol,6,,,,
0,,80_656_9_social_0.sol,5,,,,
0,,80_709_10_social_0.sol,6,,,,
0,,80_761_11_social_0.sol,5,,,,
0,,80_79_1_social_0.sol,12,,,,
0,,80_814_11_social_0.sol,5,,,,
0,,80_866_12_social_0.sol,5,,,,
0,,80_919_13_social_0.sol,5,,,,
0,,80_971_14_social_0.sol,4,,,,
0,,85_1035_14_social_0.sol,5,,,,
0,,85_1094_15_social_0.sol,4,,,,
0,,85_1153_16_social_0.sol,4,,,,
0,,85_1213_18_social_0.sol,4,,,,
0,,85_1272_19_social_0.sol,4,,,,
0,,85_1331_20_social_0.sol,3,,,,
0,,85_1391_22_social_0.sol,4,,,,
0,,85_144_1_social_0.sol,5,,,,
0,,85_1450_23_social_0.sol,3,,,,
0,,85_1510_25_social_0.sol,3,,,,
0,,85_1569_27_social_0.sol,3,,,,
0,,85_1628_29_social_0.sol,3,,,,
0,,85_1688_31_social_0.sol,3,,,,
0,,85_1747_34_social_0.sol,2,,,,
0,,85_1806_42_social_0.sol,2,,,,
0,,85_203_2_social_0.sol,5,,,,
0,,85_263_3_social_0.sol,7,,,,
0,,85_322_3_social_0.sol,8,,,,
0,,85_381_4_social_0.sol,8,,,,
0,,85_441_5_social_0.sol,8,,,,
0,,85_500_6_social_0.sol,7,,,,
0,,85_560_7_social_0.sol,8,,,,
0,,85_619_8_social_0.sol,7,,,,
0,,85_678_8_social_0.sol,5,,,,
0,,85_738_9_social_0.sol,6,,,,
0,,85_797_10_social_0.sol,6,,,,
0,,85_84_1_social_0.sol,11,,,,
0,,85_856_11_social_0.sol,5,,,,
0,,85_916_12_social_0.sol,5,,,,
0,,85_975_13_social_0.sol,5,,,,
0,,900_105176_138_social_0.sol,7,,,,
0,,900_112128_149_social_0.sol,7,,,,
0,,900_119079_161_social_0.sol,6,,,,
0,,900_126031_173_social_0.sol,6,,,,
0,,900_132983_186_social_0.sol,6,,,,
0,,900_139935_199_social_0.sol,6,,,,
0,,900_146886_214_social_0.sol,5,,,,
0,,900_14803_16_social_0.sol,29,,,,
0,,900_153838_229_social_0.sol,5,,,,
0,,900_160790_245_social_0.sol,5,,,,
0,,900_167742_263_social_0.sol,4,,,,
0,,900_174693_283_social_0.sol,4,,,,
0,,900_181645_305_social_0.sol,4,,,,
0,,900_188597_332_social_0.sol,4,,,,
0,,900_195549_366_social_0.sol,3,,,,
0,,900_202500_450_social_0.sol,2,,,,
0,,900_21755_24_social_0.sol,21,,,,
0,,900_28707_33_social_0.sol,20,,,,
0,,900_35658_41_social_0.sol,16,,,,
0,,900_42610_50_social_0.sol,14,,,,
0,,900_49562_58_social_0.sol,13,,,,
0,,900_56514_67_social_0.sol,12,,,,
0,,900_63465_77_social_0.sol,11,,,,
0,,900_70417_86_social_0.sol,10,,,,
0,,900_77369_96_social_0.sol,9,,,,
0,,900_7851_8_social_0.sol,46,,,,
0,,900_84321_106_social_0.sol,9,,,,
0,,900_899_1_social_0.sol,126,,,,
0,,900_91272_116_social_0.sol,8,,,,
0,,900_98224_127_social_0.sol,8,,,,
0,,90_1024_13_social_0.sol,5,,,,
0,,90_1091_14_social_0.sol,5,,,,
0,,90_1158_15_social_0.sol,4,,,,
0,,90_1224_16_social_0.sol,4,,,,
0,,90_1291_17_social_0.sol,3,,,,
0,,90_1358_19_social_0.sol,4,,,,
0,,90_1425_20_social_0.sol,3,,,,
0,,90_1491_21_social_0.sol,3,,,,
0,,90_1558_23_social_0.sol,3,,,,
0,,90_156_1_social_0.sol,4,,,,
0,,90_1625_25_social_0.sol,3,,,,
0,,90_1692_26_social_0.sol,3,,,,
0,,90_1758_28_social_0.sol,3,,,,
0,,90_1825_30_social_0.sol,3,,,,
0,,90_1892_33_social_0.sol,2,,,,
0,,90_1959_36_social_0.sol,2,,,,
0,,90_2025_45_social_0.sol,2,,,,
0,,90_223_2_social_0.sol,6,,,,
0,,90_290_3_social_0.sol,6,,,,
0,,90_357_4_social_0.sol,7,,,,
0,,90_423_4_social_0.sol,9,,,,
0,,90_490_5_social_0.sol,8,,,,
0,,90_557_6_social_0.sol,7,,,,
0,,90_624_7_social_0.sol,8,,,,
0,,90_690_8_social_0.sol,6,,,,
0,,90_757_9_social_0.sol,6,,,,
0,,90_824_10_social_0.sol,6,,,,
0,,90_891_11_social_0.sol,5,,,,
0,,90_89_1_social_0.sol,13,,,,
0,,90_957_12_social_0.sol,5,,,,
0,,95_1064_12_social_0.sol,5,,,,
0,,95_1138_14_social_0.sol,5,,,,
0,,95_1213_15_social_0.sol,5,,,,
0,,95_1287_16_social_0.sol,4,,,,
0,,95_1362_17_social_0.sol,5,,,,
0,,95_1436_18_social_0.sol,4,,,,
0,,95_1511_20_social_0.sol,4,,,,
0,,95_1586_21_social_0.sol,4,,,,
0,,95_1660_23_social_0.sol,4,,,,
0,,95_169_1_social_0.sol,3,,,,
0,,95_1735_24_social_0.sol,3,,,,
0,,95_1809_26_social_0.sol,3,,,,
0,,95_1884_28_social_0.sol,3,,,,
0,,95_1958_30_social_0.sol,3,,,,
0,,95_2033_32_social_0.sol,3,,,,
0,,95_2107_35_social_0.sol,2,,,,
0,,95_2182_38_social_0.sol,3,,,,
0,,95_2256_47_social_0.sol,2,,,,
0,,95_244_2_social_0.sol,5,,,,
0,,95_318_3_social_0.sol,7,,,,
0,,95_393_4_social_0.sol,7,,,,
0,,95_467_5_social_0.sol,10,,,,
0,,95_542_6_social_0.sol,9,,,,
0,,95_616_7_social_0.sol,9,,,,
0,,95_691_7_social_0.sol,7,,,,
0,,95_765_8_social_0.sol,7,,,,
0,,95_840_9_social_0.sol,6,,,,
0,,95_915_10_social_0.sol,6,,,,
0,,95_94_1_social_0.sol,16,,,,
0,,95_989_11_social_0.sol,6,,,,
